Customer ID,Recency,Frequency,Monetary,Cluster,Segment
JO-15280,93,6,1934.272,1,Loyal Customers
JO-15550,216,5,1090.838,1,Loyal Customers
JP-15460,38,7,1669.135,0,VIP Customers
JP-15520,9,7,3635.594,0,VIP Customers
JP-16135,103,9,1707.71,0,VIP Customers
JR-15670,594,2,1156.658,3,At-Risk Customers
JR-15700,69,1,863.88,1,Loyal Customers
JR-16210,34,5,2201.686,1,Loyal Customers
JS-15595,120,4,1417.654,1,Loyal Customers
JS-15685,43,4,1131.0639999999999,1,Loyal Customers
JS-15880,535,5,3868.02,3,At-Risk Customers
JS-15940,464,5,469.169,3,At-Risk Customers
JS-16030,29,6,2516.494,1,Loyal Customers
JW-15220,43,6,7721.714,2,Occasional Customers
JW-15955,6,7,1244.086,1,Loyal Customers
JW-16075,462,4,1428.731,3,At-Risk Customers
KA-16525,37,7,1519.506,0,VIP Customers
KB-16240,5,7,3152.6150000000002,0,VIP Customers
KB-16315,297,9,1569.464,0,VIP Customers
KB-16405,118,3,908.821,1,Loyal Customers
KB-16585,231,12,2744.742,0,VIP Customers
KB-16600,2,7,983.922,1,Loyal Customers
KC-16255,408,6,2120.954,3,At-Risk Customers
KC-16540,98,4,3908.262,1,Loyal Customers
KC-16675,58,4,1146.05,1,Loyal Customers
KD-16270,485,5,8282.358,2,Occasional Customers
KD-16345,42,6,1888.964,1,Loyal Customers
KD-16495,113,12,8181.256,2,Occasional Customers
KD-16615,290,5,2243.5099999999998,1,Loyal Customers
KE-16420,27,8,1686.7312,0,VIP Customers
KF-16285,98,7,10604.266,2,Occasional Customers
KH-16330,41,8,3312.864,0,VIP Customers
KH-16360,2,6,3100.612,1,Loyal Customers
KH-16510,23,7,5952.859,0,VIP Customers
KH-16630,59,9,3918.9660000000003,0,VIP Customers
KH-16690,3,7,5990.799,0,VIP Customers
KL-16555,17,8,5016.488,0,VIP Customers
KL-16645,48,12,14175.229000000001,2,Occasional Customers
KM-16225,15,6,2260.958,1,Loyal Customers
KM-16375,57,8,5620.186,0,VIP Customers
KM-16660,16,5,453.538,1,Loyal Customers
KM-16720,29,8,4909.472,0,VIP Customers
KN-16390,20,9,2617.272,0,VIP Customers
KN-16450,53,5,2171.962,1,Loyal Customers
KN-16705,99,8,2280.58,0,VIP Customers
KS-16300,296,3,88.472,1,Loyal Customers
KT-16465,392,7,3057.1,3,At-Risk Customers
KT-16480,101,10,4642.088400000001,0,VIP Customers
KW-16435,97,5,4416.5199999999995,1,Loyal Customers
KW-16570,772,4,449.096,3,At-Risk Customers
LA-16780,155,11,8673.222,2,Occasional Customers
LB-16735,49,3,50.188,1,Loyal Customers
LB-16795,153,8,4985.676,0,VIP Customers
LC-16870,28,8,2580.7039999999997,0,VIP Customers
LC-16885,17,12,7663.126,2,Occasional Customers
LC-16930,42,8,4492.946,0,VIP Customers
LC-16960,437,4,3246.626,3,At-Risk Customers
LC-17050,55,5,2095.064,1,Loyal Customers
LC-17140,14,9,2633.582,0,VIP Customers
LD-16855,553,1,5.304,3,At-Risk Customers
LD-17005,415,4,1961.934,3,At-Risk Customers
LE-16810,22,6,1469.45,1,Loyal Customers
LF-17185,23,7,3930.5089999999996,0,VIP Customers
LH-16750,152,3,287.426,1,Loyal Customers
LH-16900,22,9,2295.332,0,VIP Customers
LH-17020,240,4,318.239,1,Loyal Customers
LH-17155,386,9,1739.689,0,VIP Customers
LL-16840,250,6,2741.2039999999997,1,Loyal Customers
LM-17065,392,5,1346.774,3,At-Risk Customers
LO-17170,3,5,644.35,1,Loyal Customers
LP-17080,41,4,756.606,1,Loyal Customers
LP-17095,10,7,3653.399,0,VIP Customers
LR-16915,27,6,5142.892,0,VIP Customers
LR-17035,133,5,1879.306,1,Loyal Customers
LS-16945,179,6,2845.27,1,Loyal Customers
LS-16975,21,9,2988.674,0,VIP Customers
LS-17200,97,6,1010.2560000000001,1,Loyal Customers
LS-17230,778,3,368.88000000000005,3,At-Risk Customers
LS-17245,35,6,1008.1360000000001,1,Loyal Customers
LT-16765,27,3,329.876,1,Loyal Customers
LT-17110,35,8,2936.252,0,VIP Customers
LW-16825,89,5,2238.061,1,Loyal Customers
LW-16990,34,6,3230.308,1,Loyal Customers
LW-17125,206,3,1259.04,1,Loyal Customers
LW-17215,22,7,5420.514,0,VIP Customers
MA-17560,65,11,4299.161,0,VIP Customers
MA-17995,187,6,2453.284,1,Loyal Customers
MB-17305,49,10,1548.702,0,VIP Customers
MB-18085,45,7,1428.231,0,VIP Customers
MC-17275,77,8,2725.982,0,VIP Customers
MC-17425,400,5,4432.138,3,At-Risk Customers
MC-17575,28,8,1303.893,0,VIP Customers
MC-17590,52,6,2426.067,1,Loyal Customers
MC-17605,113,8,2258.192,0,VIP Customers
MC-17635,190,4,795.154,1,Loyal Customers
MC-17845,2,7,3805.714,0,VIP Customers
MC-18100,42,10,2218.98,0,VIP Customers
MC-18130,370,5,1581.9979999999998,3,At-Risk Customers
MD-17350,118,7,3766.382,0,VIP Customers
MD-17860,37,5,1204.91,1,Loyal Customers
ME-17320,43,10,10663.728000000001,2,Occasional Customers
ME-17725,29,8,1908.4532,0,VIP Customers
ME-18010,93,4,1256.944,1,Loyal Customers
MF-17665,422,5,937.039,3,At-Risk Customers
MF-18250,8,5,1758.3,1,Loyal Customers
MG-17650,30,7,3785.276,0,VIP Customers
MG-17680,93,4,2350.188,1,Loyal Customers
MG-17695,556,3,1342.282,3,At-Risk Customers
MG-17875,117,5,1242.8329999999999,1,Loyal Customers
MG-17890,100,9,776.384,0,VIP Customers
MG-18145,85,4,3061.543,1,Loyal Customers
MG-18205,265,1,16.739,1,Loyal Customers
MH-17290,120,6,2394.025,1,Loyal Customers
MH-17440,377,4,400.016,3,At-Risk Customers
MH-17455,86,8,2456.1820000000002,0,VIP Customers
MH-17620,156,4,1252.8,1,Loyal Customers
MH-17785,99,7,2203.7780000000002,0,VIP Customers
MH-18025,50,5,2984.948,1,Loyal Customers
MH-18115,6,9,5503.093,0,VIP Customers
MJ-17740,23,7,6320.746,0,VIP Customers
MK-17905,29,8,2302.368,0,VIP Customers
MK-18160,241,4,1031.602,1,Loyal Customers
ML-17395,70,9,2722.843,0,VIP Customers
ML-17410,55,6,2921.5,1,Loyal Customers
ML-17755,30,7,2071.9139999999998,0,VIP Customers
ML-18040,80,3,742.082,1,Loyal Customers
ML-18265,101,2,162.232,1,Loyal Customers
MM-17260,169,4,1314.023,1,Loyal Customers
MM-17920,8,11,3794.0800000000004,0,VIP Customers
MM-18055,62,8,2749.881,0,VIP Customers
MM-18280,86,9,775.414,0,VIP Customers
MN-17935,35,6,2477.946,1,Loyal Customers
MO-17500,73,4,922.487,1,Loyal Customers
MO-17800,105,8,1687.0269999999998,0,VIP Customers
MO-17950,181,2,154.288,1,Loyal Customers
MP-17470,720,7,3206.132,3,At-Risk Customers
MP-17965,73,9,3983.6420000000003,0,VIP Customers
MP-18175,17,9,5087.92,0,VIP Customers
MR-17545,126,4,639.178,1,Loyal Customers
MS-17365,274,10,7443.6900000000005,2,Occasional Customers
MS-17530,435,4,475.65599999999995,3,At-Risk Customers
MS-17710,414,6,1613.402,3,At-Risk Customers
MS-17770,122,9,3144.678,0,VIP Customers
MS-17830,453,4,370.348,3,At-Risk Customers
MS-17980,27,6,855.116,1,Loyal Customers
MT-17815,50,6,2890.139,1,Loyal Customers
MT-18070,204,4,1319.4498,1,Loyal Customers
MV-17485,28,9,1560.05,0,VIP Customers
MV-18190,20,7,1734.574,0,VIP Customers
MW-18220,18,7,5341.900000000001,0,VIP Customers
MW-18235,45,2,5253.876,1,Loyal Customers
MY-17380,30,7,2254.285,0,VIP Customers
MY-18295,72,11,4152.696,0,VIP Customers
MZ-17335,31,4,593.606,1,Loyal Customers
MZ-17515,283,6,2564.906,1,Loyal Customers
NB-18580,1167,2,273.87199999999996,3,At-Risk Customers
NB-18655,20,9,1972.599,0,VIP Customers
NC-18340,225,5,2461.404,1,Loyal Customers
NC-18415,42,6,2218.9900000000002,1,Loyal Customers
NC-18535,7,7,8241.739,2,Occasional Customers
NC-18625,205,5,1821.742,1,Loyal Customers
ND-18370,28,9,4326.139,0,VIP Customers
ND-18460,184,6,2893.455,1,Loyal Customers
NF-18385,80,7,8322.826,2,Occasional Customers
NF-18475,526,4,377.16200000000003,3,At-Risk Customers
NF-18595,115,7,2031.472,0,VIP Customers
NG-18355,49,5,1869.58,1,Loyal Customers
NG-18430,49,5,1395.9379999999999,1,Loyal Customers
NH-18610,190,7,2673.29,0,VIP Customers
NK-18490,71,7,572.048,1,Loyal Customers
NL-18310,59,4,1418.0900000000001,1,Loyal Customers
NM-18445,161,7,6459.344,2,Occasional Customers
NM-18520,245,10,2161.979,0,VIP Customers
NP-18325,26,6,5529.62,0,VIP Customers
NP-18670,59,5,3908.402,1,Loyal Customers
NP-18685,407,6,1228.698,3,At-Risk Customers
NP-18700,139,7,7903.1825,2,Occasional Customers
NR-18550,211,5,2367.277,1,Loyal Customers
NS-18505,7,4,2575.863,1,Loyal Customers
NS-18640,175,13,2964.823,0,VIP Customers
NW-18400,173,7,7234.014,2,Occasional Customers
NZ-18565,86,9,2488.31,0,VIP Customers
ON-18715,411,9,1567.52,0,VIP Customers
OT-18730,66,5,3818.624,1,Loyal Customers
PA-19060,104,6,729.408,1,Loyal Customers
PB-18805,26,3,740.356,1,Loyal Customers
PB-19105,58,4,688.324,1,Loyal Customers
PB-19150,98,8,1456.95,0,VIP Customers
PB-19210,689,2,132.738,3,At-Risk Customers
PC-18745,3,4,1832.064,1,Loyal Customers
PC-19000,883,2,1061.488,3,At-Risk Customers
PF-19120,836,4,9062.864,3,At-Risk Customers
PF-19165,197,6,2770.0,1,Loyal Customers
PF-19225,115,5,2206.1279999999997,1,Loyal Customers
PG-18820,37,13,3086.907,0,VIP Customers
PG-18895,58,9,1987.164,0,VIP Customers
PH-18790,71,1,729.648,1,Loyal Customers
PJ-18835,40,8,1220.09,0,VIP Customers
PJ-19015,135,7,1824.2340000000002,0,VIP Customers
PK-18910,484,2,1441.152,3,At-Risk Customers
PK-19075,10,12,8646.934,2,Occasional Customers
PL-18925,16,5,239.481,1,Loyal Customers
PM-18940,387,3,1405.402,3,At-Risk Customers
PM-19135,52,4,4115.662,1,Loyal Customers
PN-18775,31,8,1467.152,0,VIP Customers
PO-18850,5,11,7473.8282,2,Occasional Customers
PO-18865,1,7,2493.214,0,VIP Customers
PO-19180,161,9,4893.043,0,VIP Customers
PO-19195,87,5,1056.858,1,Loyal Customers
PP-18955,98,10,7252.608,2,Occasional Customers
PR-18880,37,5,1840.178,1,Loyal Customers
PS-18760,108,6,2181.479,1,Loyal Customers
PS-18970,70,8,1278.639,0,VIP Customers
PS-19045,237,7,6843.634,2,Occasional Customers
PT-19090,72,4,160.572,1,Loyal Customers
PV-18985,90,5,2876.046,1,Loyal Customers
PW-19030,47,10,3454.916,0,VIP Customers
PW-19240,465,7,3922.4150000000004,3,At-Risk Customers
QJ-19255,26,9,6108.338,0,VIP Customers
RA-19285,6,9,2617.906,0,VIP Customers
RA-19885,44,7,3832.314,0,VIP Customers
RA-19915,13,9,4793.543,0,VIP Customers
RA-19945,62,5,1686.9225,1,Loyal Customers
RB-19330,69,2,1008.1959999999999,1,Loyal Customers
RB-19360,97,6,15117.339,2,Occasional Customers
RB-19435,20,8,2663.0860000000002,0,VIP Customers
RB-19465,10,12,4715.466,0,VIP Customers
RB-19570,26,5,528.546,1,Loyal Customers
RB-19645,649,5,221.084,3,At-Risk Customers
RB-19705,55,4,2067.45,1,Loyal Customers
RB-19795,33,8,5633.316000000001,0,VIP Customers
RC-19825,370,6,966.409,3,At-Risk Customers
RC-19960,111,6,885.752,1,Loyal Customers
RD-19480,73,8,4272.93,0,VIP Customers
RD-19585,181,10,2912.8940000000002,0,VIP Customers
RD-19660,115,5,2786.632,1,Loyal Customers
RD-19720,22,10,1419.737,0,VIP Customers
RD-19810,15,8,1137.616,0,VIP Customers
RD-19900,115,9,3133.924,0,VIP Customers
RD-19930,43,4,970.9420000000001,1,Loyal Customers
RE-19405,1099,1,48.36,3,At-Risk Customers
RE-19450,303,5,876.696,1,Loyal Customers
RF-19345,391,8,3309.15,0,VIP Customers
RF-19735,90,7,2341.2960000000003,0,VIP Customers
RF-19840,7,8,945.222,0,VIP Customers
RH-19495,33,5,3621.3759999999997,1,Loyal Customers
RH-19510,468,6,6979.18,2,Occasional Customers
RH-19555,520,2,740.382,3,At-Risk Customers
RH-19600,535,3,2085.7400000000002,3,At-Risk Customers
RK-19300,120,3,1460.192,1,Loyal Customers
RL-19615,122,8,6234.91,0,VIP Customers
RM-19375,346,6,1453.474,1,Loyal Customers
RM-19675,7,5,5979.0960000000005,1,Loyal Customers
RM-19750,300,1,98.35,3,At-Risk Customers
RO-19780,36,7,3815.478,0,VIP Customers
RP-19270,497,4,954.6452,3,At-Risk Customers
RP-19390,34,12,5153.084,0,VIP Customers
RP-19855,29,8,2170.716,0,VIP Customers
RR-19315,20,2,615.932,1,Loyal Customers
RR-19525,171,6,3302.2619999999997,1,Loyal Customers
RS-19420,77,5,3221.29,1,Loyal Customers
RS-19765,37,8,4159.7699999999995,0,VIP Customers
RS-19870,20,2,22.328,1,Loyal Customers
RW-19540,121,7,7397.401,2,Occasional Customers
RW-19630,90,9,3279.746,0,VIP Customers
RW-19690,80,5,3495.646,1,Loyal Customers
SA-20830,64,10,4767.3415,0,VIP Customers
SB-20170,202,3,1348.02,1,Loyal Customers
SB-20185,189,6,6410.996,2,Occasional Customers
SB-20290,48,7,8057.891,2,Occasional Customers
SC-20020,782,5,3362.9636,3,At-Risk Customers
SC-20050,41,9,4624.572,0,VIP Customers
SC-20095,350,9,14142.333999999999,2,Occasional Customers
SC-20230,150,4,4371.9580000000005,1,Loyal Customers
SC-20260,188,8,3729.7929999999997,0,VIP Customers
SC-20305,30,7,3979.065,0,VIP Customers
SC-20380,31,9,5992.536,0,VIP Customers
SC-20440,37,7,1874.998,0,VIP Customers
SC-20575,93,5,902.7280000000001,1,Loyal Customers
SC-20680,127,6,1254.64,1,Loyal Customers
SC-20695,90,10,2576.408,0,VIP Customers
SC-20725,188,11,5226.21,0,VIP Customers
SC-20770,42,7,4492.657,0,VIP Customers
SC-20800,31,4,279.25600000000003,1,Loyal Customers
SC-20845,132,2,280.632,1,Loyal Customers
SD-20485,201,9,6121.114,0,VIP Customers
SE-20110,10,11,12209.438000000002,2,Occasional Customers
SF-20065,60,7,763.5459999999999,1,Loyal Customers
SF-20200,60,9,3422.7859999999996,0,VIP Customers
SF-20965,49,9,3336.535,0,VIP Customers
SG-20080,9,3,3406.5809999999997,1,Loyal Customers
SG-20470,184,8,1884.798,0,VIP Customers
SG-20605,109,6,3124.832,1,Loyal Customers
SG-20890,227,3,47.946,1,Loyal Customers
SH-19975,30,13,3406.8395,0,VIP Customers
SH-20395,24,10,2180.718,0,VIP Customers
SH-20635,766,2,2096.392,3,At-Risk Customers
SJ-20125,96,12,3949.656,0,VIP Customers
SJ-20215,30,6,1341.036,1,Loyal Customers
SJ-20500,254,5,1318.776,1,Loyal Customers
SK-19990,9,3,883.409,1,Loyal Customers
SL-20155,71,7,3053.012,0,VIP Customers
SM-20005,422,4,244.49399999999997,3,At-Risk Customers
SM-20320,80,5,25043.05,2,Occasional Customers
SM-20905,607,1,1043.041,3,At-Risk Customers
SM-20950,26,12,5563.392,0,VIP Customers
SN-20560,112,6,1860.418,1,Loyal Customers
SN-20710,80,7,3127.9592,0,VIP Customers
SO-20335,30,6,2602.5755,1,Loyal Customers
SP-20545,328,6,1306.086,1,Loyal Customers
SP-20620,48,9,5440.319,0,VIP Customers
SP-20650,387,9,1872.4360000000001,0,VIP Customers
SP-20860,80,10,4282.94,0,VIP Customers
SP-20920,71,6,3990.689,0,VIP Customers
SR-20425,9,5,3233.481,1,Loyal Customers
SR-20740,197,8,4345.8859999999995,0,VIP Customers
SS-20140,16,8,1324.028,0,VIP Customers
SS-20410,111,6,3056.8070000000002,1,Loyal Customers
SS-20515,492,3,613.4,3,At-Risk Customers
SS-20590,433,6,418.49,3,At-Risk Customers
SS-20875,121,5,964.636,1,Loyal Customers
ST-20530,126,7,433.34000000000003,1,Loyal Customers
SU-20665,21,7,2595.364,0,VIP Customers
SV-20365,102,10,11470.949999999999,2,Occasional Customers
SV-20785,321,9,4105.305,0,VIP Customers
SV-20815,77,4,1271.0900000000001,1,Loyal Customers
SV-20935,3,8,1903.491,0,VIP Customers
SW-20245,82,7,1085.078,1,Loyal Customers
SW-20275,31,6,1966.65,1,Loyal Customers
SW-20350,163,3,1019.044,1,Loyal Customers
SW-20455,163,7,2921.544,0,VIP Customers
SW-20755,535,2,758.6959999999999,3,At-Risk Customers
SZ-20035,36,11,3625.329,0,VIP Customers
TA-21385,70,4,14595.62,2,Occasional Customers
TB-21055,120,5,1467.881,1,Loyal Customers
TB-21175,59,4,3589.296,1,Loyal Customers
TB-21190,50,4,816.1740000000001,1,Loyal Customers
TB-21250,350,7,1602.376,1,Loyal Customers
TB-21280,584,6,2198.45,3,At-Risk Customers
TB-21355,147,5,834.328,1,Loyal Customers
TB-21400,203,7,9133.99,2,Occasional Customers
TB-21520,108,9,4737.486,0,VIP Customers
TB-21595,286,5,1387.559,1,Loyal Customers
TB-21625,31,9,2797.668,0,VIP Customers
TC-20980,400,5,19052.218,2,Occasional Customers
TC-21145,107,1,1038.26,1,Loyal Customers
TC-21295,28,8,4266.812,0,VIP Customers
TC-21475,154,9,1244.976,0,VIP Customers
TC-21535,5,7,742.5580000000001,1,Loyal Customers
TD-20995,38,9,1434.5480000000002,0,VIP Customers
TG-21310,338,5,3058.372,1,Loyal Customers
TG-21640,115,4,2074.661,1,Loyal Customers
TH-21100,345,5,2422.824,3,At-Risk Customers
TH-21115,59,4,2942.772,1,Loyal Customers
TH-21235,118,8,1022.201,0,VIP Customers
TH-21550,73,7,4234.0960000000005,0,VIP Customers
TM-21010,104,8,2955.2259999999997,0,VIP Customers
TM-21490,131,3,1094.6779999999999,1,Loyal Customers
TN-21040,91,7,3130.221,0,VIP Customers
TP-21130,9,9,4454.0560000000005,0,VIP Customers
TP-21415,105,5,5329.0048,1,Loyal Customers
TP-21565,351,4,1936.6399999999999,3,At-Risk Customers
TR-21325,194,5,675.9419999999999,1,Loyal Customers
TS-21085,358,2,4.833,3,At-Risk Customers
TS-21160,505,6,2163.6240000000003,3,At-Risk Customers
TS-21205,199,7,5371.09,0,VIP Customers
TS-21340,227,5,974.7819999999999,1,Loyal Customers
TS-21370,37,6,11891.751,2,Occasional Customers
TS-21430,173,5,2054.14,1,Loyal Customers
TS-21505,12,6,2243.274,1,Loyal Customers
TS-21610,56,7,2820.424,0,VIP Customers
TS-21655,239,5,3368.094,1,Loyal Customers
TT-21070,32,7,4915.602,0,VIP Customers
TT-21220,184,8,1427.0439999999999,0,VIP Customers
TT-21265,407,3,439.5,3,At-Risk Customers
TT-21460,13,7,5364.808,0,VIP Customers
TW-21025,65,7,5278.826,0,VIP Customers
TZ-21580,36,4,1707.286,1,Loyal Customers
VB-21745,55,6,2005.596,1,Loyal Customers
VD-21670,582,6,6442.254,3,At-Risk Customers
VF-21715,14,5,847.944,1,Loyal Customers
VG-21790,155,6,846.01,1,Loyal Customers
VG-21805,287,5,427.372,1,Loyal Customers
VM-21685,55,7,2454.866,0,VIP Customers
VM-21835,118,5,380.69,1,Loyal Customers
VP-21730,31,3,993.9019999999999,1,Loyal Customers
VP-21760,76,7,3360.526,0,VIP Customers
VS-21820,222,4,1055.981,1,Loyal Customers
VT-21700,1001,2,1736.596,3,At-Risk Customers
VW-21775,29,10,6134.0380000000005,0,VIP Customers
WB-21850,21,11,6160.102,0,VIP Customers
XP-21865,44,11,2374.658,0,VIP Customers
YC-21895,5,5,5454.35,1,Loyal Customers
YS-21880,10,8,6720.4439999999995,2,Occasional Customers
ZC-21910,55,13,8025.707,2,Occasional Customers
ZD-21925,203,5,1493.944,1,Loyal Customers
